Y1,Y2,Source,Path,Station,Type,lRange,W,C2N,HOB
-14.89721643,-8.780258518,HRIII-4,HR-19,WG16,2,6.891683381,4.50777784,0.693147181,-7
-15.97283354,-9.357290738,HRIII-4,HR-20,WG04,2,6.89201028,4.50777784,0.693147181,-7
-15.77314584,-8.312253417,HRIII-4,HR-22,WG21,2,6.900991103,4.50777784,0.693147181,-7
-15.87693029,-8.823868229,HRIII-4,HR-23,WG03,2,6.901747349,4.50777784,0.693147181,-7
-15.91269867,-9.171437064,HRIII-4,HR-26,WG02,2,6.911914687,4.50777784,0.693147181,-7
-15.3518293,-8.251457339,HRIII-4,HR-34,WG01,2,6.923630513,4.50777784,0.693147181,-7
-15.26995297,-8.861620133,HRIII-4,HR-4,WG12,2,6.844438512,4.50777784,0.693147181,-7
-15.99201165,-9.237303523,HRIII-4,HR-48,FACT1A,2,7.324352101,4.50777784,0.693147181,-7
-15.97786957,-9.244019267,HRIII-4,HR-48,FACT1B,2,7.324352101,4.50777784,0.693147181,-7
-16.02700532,-9.286000421,HRIII-4,HR-49,FACT2,2,7.344193748,4.50777784,0.693147181,-7
-15.61424998,-9.153702681,HRIII-4,HR-5,WG11,2,6.844597851,4.50777784,0.693147181,-7
-15.63677361,-9.80040885,HRIII-4,HR-54,E3,2,7.82155779,4.50777784,0.693147181,-7
-17.34677813,-10.72973003,HRIII-4,HR-57,NE2,2,8.274565597,4.50777784,0.693147181,-7
-16.30020629,-10.31146021,HRIII-4,HR-58,NE1A,2,8.329820083,4.50777784,0.693147181,-7
-16.33873881,-10.30857935,HRIII-4,HR-58,NE1B,2,8.329820083,4.50777784,0.693147181,-7
-15.19961225,-8.685246008,HRIII-4,HR-6,WG14,2,6.844802762,4.50777784,0.693147181,-7
-15.22205496,-8.961687358,HRIII-4,HR-7,WG13,2,6.846247819,4.50777784,0.693147181,-7
-15.5387591,-8.799335541,HRIII-4,HR-8,WG10,2,6.847734017,4.50777784,0.693147181,-7
-15.69799952,-9.176645608,HRIII-4,HR-9,WG09,2,6.849047953,4.50777784,0.693147181,-7
-12.89208859,-7.018249495,HRR-5,HRR-1,S10,2,7.089668505,10.72070772,0.693147181,0.5
-16.27019934,-11.83882529,HRR-5,HRR-10,1S04,2,9.483224717,10.72070772,0.693147181,0.5
-16.64137011,-13.14389236,HRR-5,HRR-11,S01,2,9.501792263,10.72070772,0.693147181,0.5
-15.57455932,-11.77990461,HRR-5,HRR-12,OSC,2,9.654810772,10.72070772,0.693147181,0.5
-16.39036532,-11.50843541,HRR-5,HRR-13,S07,2,9.664020749,10.72070772,0.693147181,0.5
-16.11933996,-12.26490889,HRR-5,HRR-14,MDR,2,9.734195879,10.72070772,0.693147181,0.5
-16.58682946,-12.58499773,HRR-5,HRR-15,ZUM,2,9.955353047,10.72070772,0.693147181,0.5
-14.70295625,-8.444773751,HRR-5,HRR-2,1S12,2,8.107839878,10.72070772,0.693147181,0.5
-16.52453024,-10.71158788,HRR-5,HRR-3,1S09,2,8.654919826,10.72070772,0.693147181,0.5
-15.63446435,-10.43505362,HRR-5,HRR-4,FO1,2,8.893915281,10.72070772,0.693147181,0.5
-15.65607924,-10.53638455,HRR-5,HRR-4,FO2,2,8.893273956,10.72070772,0.693147181,0.5
-15.43185098,-10.06289261,HRR-5,HRR-5,1S08,2,8.903195728,10.72070772,0.693147181,0.5
-16.72022277,-11.63782376,HRR-5,HRR-6,1S06,2,9.227636514,10.72070772,0.693147181,0.5
-15.51057337,-10.90266829,HRR-5,HRR-7,1S05,2,9.328923731,10.72070772,0.693147181,0.5
-16.50706126,-11.82882273,HRR-5,HRR-8,S03,2,9.342945998,10.72070772,0.693147181,0.5
-16.11273447,-10.53925417,HRR-5,HRR-9,S02,2,9.389219034,10.72070772,0.693147181,0.5
-12.65550514,-6.254629719,HTA-1,HTA-1,HT.L3,1,5.101969113,5.342429941,0.693147181,4.8
-17.27472241,-11.37993498,HTA-1,HTA-10,2HT.N,1,7.861918037,5.342429941,0.693147181,4.8
-16.30163419,-11.22828899,HTA-1,HTA-11,3HT.N,1,8.173768899,5.342429941,0.693147181,4.8
-18.13582203,-12.31627069,HTA-1,HTA-12,4HT.N,1,8.433275233,5.342429941,0.693147181,4.8
-13.37807797,-6.863476705,HTA-1,HTA-2,HT.L4,1,5.575734105,5.342429941,0.693147181,4.8
-14.83046688,-8.348257052,HTA-1,HTA-3,HT.L5,1,6.243728092,5.342429941,0.693147181,4.8
-14.64017222,-8.268460629,HTA-1,HTA-3,HT.L5,1,6.243728092,5.342429941,0.693147181,4.8
-15.67221087,-9.072814942,HTA-1,HTA-4,HT.L6,1,6.633528863,5.342429941,0.693147181,4.8
-16.45874865,-10.12065427,HTA-1,HTA-5,HT.L7,1,6.910260319,5.342429941,0.693147181,4.8
-16.07786433,-10.20731683,HTA-1,HTA-6,HT.L8,1,7.130399749,5.342429941,0.693147181,4.8
-16.28254158,-10.30256801,HTA-1,HTA-7,HT.N,1,7.402091448,5.342429941,0.693147181,4.8
-16.38368491,-10.68731904,HTA-1,HTA-8,HT.S,1,7.790302995,5.342429941,0.693147181,4.8
-16.52813133,-10.91868143,HTA-1,HTA-9,HT.W3,1,7.836707342,5.342429941,0.693147181,4.8
-12.65197049,-6.175321453,HTA-2,HTA-1,1HT.L3,1,5.101969113,5.342429941,0.693147181,2.6
-17.32220183,-11.39199825,HTA-2,HTA-10,HT.NE2,1,7.861918037,5.342429941,0.693147181,2.6
-16.36183684,-11.18001698,HTA-2,HTA-11,HT.NE3,1,8.173768899,5.342429941,0.693147181,2.6
-13.44676091,-6.856983066,HTA-2,HTA-2,1HT.L4,1,5.575734105,5.342429941,0.693147181,2.6
-15.11966234,-8.342762809,HTA-2,HTA-3,1HT.L5,1,6.243728092,5.342429941,0.693147181,2.6
-14.75807293,-8.38225834,HTA-2,HTA-3,1HT.L5,1,6.243728092,5.342429941,0.693147181,2.6
-15.67209708,-9.174493915,HTA-2,HTA-4,1HT.L6,1,6.633528863,5.342429941,0.693147181,2.6
-16.47318938,-10.13182965,HTA-2,HTA-5,1HT.L7,1,6.910260319,5.342429941,0.693147181,2.6
-16.06912092,-10.22350452,HTA-2,HTA-6,1HT.L8,1,7.130399749,5.342429941,0.693147181,2.6
-16.25245425,-10.28656803,HTA-2,HTA-7,HT.NE1,1,7.402091448,5.342429941,0.693147181,2.6
-16.49335034,-10.63838382,HTA-2,HTA-8,HT.SE2,1,7.790302995,5.342429941,0.693147181,2.6
-16.55472218,-11.00371071,HTA-2,HTA-9,1HT.W3,1,7.836707342,5.342429941,0.693147181,2.6
-12.80413462,-6.36335942,HTA-3,HTA-1,HT.L3,1,5.116182514,5.342429941,0.693147181,0.6
-17.51605989,-11.68190356,HTA-3,HTA-10,HT.NE2,1,7.863212335,5.342429941,0.693147181,0.6
-16.59790893,-11.39184884,HTA-3,HTA-11,HT.NE3,1,8.174738686,5.342429941,0.693147181,0.6
-18.15634793,-12.53107287,HTA-3,HTA-12,HT.NE4,1,8.434005671,5.342429941,0.693147181,0.6
-14.87595011,-8.454004068,HTA-3,HTA-3,HT.L5,1,6.24830519,5.342429941,0.693147181,0.6
-15.8432124,-9.461055934,HTA-3,HTA-4,HT.L6,1,6.636386193,5.342429941,0.693147181,0.6
-16.71028935,-10.47594453,HTA-3,HTA-5,HT.L7,1,6.912609174,5.342429941,0.693147181,0.6
-16.26490636,-10.30031923,HTA-3,HTA-6,HT.L8,1,7.132476699,5.342429941,0.693147181,0.6
-16.53965404,-10.48942162,HTA-3,HTA-7,HT.NE1,1,7.404003015,5.342429941,0.693147181,0.6
-16.56005985,-10.8377652,HTA-3,HTA-8,HT.SE2,1,7.789927709,5.342429941,0.693147181,0.6
-16.68445363,-11.13849607,HTA-3,HTA-9,HT.W3,1,7.836791836,5.342429941,0.693147181,0.6
-17.48915809,-11.78244619,HTA-4,HTA-10,HT.NE2,1,7.854349641,5.342429941,0.693147181,-0.6
-16.59591485,-11.42807541,HTA-4,HTA-11,HT.NE3,1,8.168229458,5.342429941,0.693147181,-0.6
-13.3035439,-6.57203349,HTA-4,HTA-2,HT.L4,1,5.537649838,5.342429941,0.693147181,-0.6
-15.62571005,-8.98249535,HTA-4,HTA-4,HT.L6,1,6.621075385,5.342429941,0.693147181,-0.6
-16.40778241,-10.27503639,HTA-4,HTA-5,HT.L7,1,6.899584163,5.342429941,0.693147181,-0.6
-16.10120283,-9.961225518,HTA-4,HTA-6,HT.L8,1,7.120530752,5.342429941,0.693147181,-0.6
-16.58543193,-10.31974387,HTA-4,HTA-7,HT.NE1,1,7.390490172,5.342429941,0.693147181,-0.6
-16.58905202,-10.70120271,HTA-4,HTA-8,HT.SE2,1,7.791139488,5.342429941,0.693147181,-0.6
-16.73620509,-11.37675279,HTA-4,HTA-9,HT.W3,1,7.837552861,5.342429941,0.693147181,-0.6
-15.55018945,-10.46014362,HTA-5,HTA-11,3HT.N,1,8.177547656,5.342429941,0.693147181,-2.2
-17.17537221,-11.78639385,HTA-5,HTA-12,4HT.N,1,8.436096229,5.342429941,0.693147181,-2.2
-14.35553279,-7.611114761,HTA-5,HTA-4,1HT.L6,1,6.645669107,5.342429941,0.693147181,-2.2
-15.15774913,-8.973489875,HTA-5,HTA-5,1HT.L7,1,6.920131116,5.342429941,0.693147181,-2.2
-14.894691,-9.036268361,HTA-5,HTA-6,1HT.L8,1,7.139017197,5.342429941,0.693147181,-2.2
-15.49065458,-9.20658274,HTA-5,HTA-7,1HT.N,1,7.409360321,5.342429941,0.693147181,-2.2
-15.58477017,-9.768946565,HTA-5,HTA-8,1HT.S,1,7.788483072,5.342429941,0.693147181,-2.2
-15.50260376,-9.855076858,HTA-5,HTA-9,1HT.W3,1,7.837399771,5.342429941,0.693147181,-2.2
-18.50349014,-10.93916887,HTP-1,HTP-10,L30WG,3,8.007878672,5.166327642,0.693147181,0.27
-14.7854297,-7.827597108,HTP-1,HTP-3,NS06WG,3,6.159443826,5.166327642,0.693147181,0.27
-17.4690098,-9.488816673,HTP-1,HTP-4,W1WG,3,7.223830555,5.166327642,0.693147181,0.27
-17.36215413,-9.434785099,HTP-1,HTP-5,L15WG,3,7.390442608,5.166327642,0.693147181,0.27
-16.94877726,-8.89579429,HTP-1,HTP-6,C5WG,3,7.303057149,5.166327642,0.693147181,0.27
-17.80989654,-10.08958276,HTP-1,HTP-8,W2WG,3,7.754470148,5.166327642,0.693147181,0.27
-12.66666917,-6.635465343,HTP-2,HTP-1,NS04WG,3,5.238312373,5.166327642,0.693147181,0.27
-15.63384032,-8.55462334,HTP-2,HTP-14,C7WG,3,8.513785377,5.166327642,0.693147181,0.27
-17.08173982,-9.390721753,HTP-2,HTP-4,W1WG,3,7.223830555,5.166327642,0.693147181,0.27
-16.75415289,-8.784384553,HTP-2,HTP-6,C5WG,3,7.303057149,5.166327642,0.693147181,0.27
-17.8283127,-9.634917051,HTP-2,HTP-7,L20WG,3,7.661247705,5.166327642,0.693147181,0.27
-17.58299699,-10.08298779,HTP-2,HTP-8,W2WG,3,7.754470148,5.166327642,0.693147181,0.27
-18.32616649,-9.373482921,HTP-3,HTP-10,L30WG,3,7.964754569,5.166327642,0.693147181,2.13
-15.61519311,-6.58047494,HTP-3,HTP-3,NS06WG,3,6.324272138,5.166327642,0.693147181,2.13
-17.91535157,-8.16485102,HTP-3,HTP-4,W1WG,3,7.284936201,5.166327642,0.693147181,2.13
-17.95598625,-7.431727825,HTP-3,HTP-5,L15WG,3,7.308692241,5.166327642,0.693147181,2.13
-17.61037506,-7.601193609,HTP-3,HTP-6,C5WG,3,7.374879611,5.166327642,0.693147181,2.13
-18.09897138,-8.093641194,HTP-3,HTP-7,L20WG,3,7.599592017,5.166327642,0.693147181,2.13
-18.07111289,-9.468575463,HTP-3,HTP-8,W2WG,3,7.792300118,5.166327642,0.693147181,2.13
-18.61751086,-8.733387781,HTP-3,HTP-9,L25WG,3,7.800706557,5.166327642,0.693147181,2.13
-18.55253944,-8.674968342,HTP-4,HTP-10,L30WG,3,7.964754569,5.166327642,0.693147181,0.27
-18.91444898,-9.30593002,HTP-4,HTP-15,L40WG,3,8.299916513,5.166327642,0.693147181,0.27
-13.32018302,-5.181193388,HTP-4,HTP-2,NS05WG,3,5.891480719,5.166327642,0.693147181,0.27
-15.17890981,-6.032661034,HTP-4,HTP-3,NS06WG,3,6.324272138,5.166327642,0.693147181,0.27
-17.25097723,-7.651973286,HTP-4,HTP-4,W1WG,3,7.284936201,5.166327642,0.693147181,0.27
-17.26681393,-6.990896661,HTP-4,HTP-5,L15WG,3,7.308692241,5.166327642,0.693147181,0.27
-16.74133683,-6.816061357,HTP-4,HTP-6,C5WG,3,7.374879611,5.166327642,0.693147181,0.27
-17.71923875,-7.565939731,HTP-4,HTP-7,L20WG,3,7.599592017,5.166327642,0.693147181,0.27
-17.39265457,-8.760391896,HTP-4,HTP-8,W2WG,3,7.792300118,5.166327642,0.693147181,0.27
-17.86671269,-7.946601967,HTP-4,HTP-9,L25WG,3,7.800706557,5.166327642,0.693147181,0.27
-17.27641429,-7.883933543,HTP-5,HTP-10,L30WG,3,7.964754569,5.166327642,0.693147181,-0.27
-17.23947619,-10.20457844,HTP-5,HTP-11,C1WG,3,8.432372445,5.166327642,0.693147181,-0.27
-16.45573668,-7.938939248,HTP-5,HTP-12,NS08WG,3,8.064004558,5.166327642,0.693147181,-0.27
-17.14523918,-11.03393988,HTP-5,HTP-14,C7WG,3,8.526524155,5.166327642,0.693147181,-0.27
-17.46294833,-8.461660562,HTP-5,HTP-15,L40WG,3,8.299916513,5.166327642,0.693147181,-0.27
-18.07391609,-9.921142353,HTP-5,HTP-16,L50WG,3,8.51520599,5.166327642,0.693147181,-0.27
-13.93317704,-5.579727405,HTP-5,HTP-3,NS06WG,3,6.324272138,5.166327642,0.693147181,-0.27
-16.02954505,-6.797669204,HTP-5,HTP-4,W1WG,3,7.284936201,5.166327642,0.693147181,-0.27
-16.06141319,-6.384958109,HTP-5,HTP-5,L15WG,3,7.308692241,5.166327642,0.693147181,-0.27
-15.59017587,-6.114567007,HTP-5,HTP-6,C5WG,3,7.374879611,5.166327642,0.693147181,-0.27
-16.54475778,-6.83507598,HTP-5,HTP-7,L20WG,3,7.599592017,5.166327642,0.693147181,-0.27
-16.23219887,-8.112391726,HTP-5,HTP-8,W2WG,3,7.792300118,5.166327642,0.693147181,-0.27
-16.66509888,-6.986627225,HTP-5,HTP-9,L25WG,3,7.800706557,5.166327642,0.693147181,-0.27
-15.89186784,-7.108128258,HTP-6,HTP-10,L30WG,3,7.964754569,5.166327642,0.693147181,-2.14
-14.94074783,-7.28458917,HTP-6,HTP-12,NS08WG,3,8.064004558,5.166327642,0.693147181,-2.14
-15.74053819,-10.27313888,HTP-6,HTP-14,C7WG,3,8.526524155,5.166327642,0.693147181,-2.14
-16.02639941,-7.726435366,HTP-6,HTP-15,L40WG,3,8.299916513,5.166327642,0.693147181,-2.14
-16.59933496,-9.069432689,HTP-6,HTP-16,L50WG,3,8.51520599,5.166327642,0.693147181,-2.14
-12.54425206,-4.745724079,HTP-6,HTP-3,NS06WG,3,6.324272138,5.166327642,0.693147181,-2.14
-14.73040152,-6.171003558,HTP-6,HTP-4,W1WG,3,7.284936201,5.166327642,0.693147181,-2.14
-14.74577119,-5.593406752,HTP-6,HTP-5,L15WG,3,7.308692241,5.166327642,0.693147181,-2.14
-14.37068072,-5.345283634,HTP-6,HTP-6,C5WG,3,7.374879611,5.166327642,0.693147181,-2.14
-15.23121004,-6.151611803,HTP-6,HTP-7,L20WG,3,7.599592017,5.166327642,0.693147181,-2.14
-15.05675856,-7.34547061,HTP-6,HTP-8,W2WG,3,7.792300118,5.166327642,0.693147181,-2.14
-15.3280753,-6.207485229,HTP-6,HTP-9,L25WG,3,7.800706557,5.166327642,0.693147181,-2.14
-15.95649054,-7.176805796,HTP-7,HTP-10,L30WG,3,7.958741169,5.166327642,0.693147181,-2.14
-15.8244511,-9.447155094,HTP-7,HTP-11,C1WG,3,8.42543682,5.166327642,0.693147181,-2.14
-15.08023714,-7.336751918,HTP-7,HTP-12,NS08WG,3,8.053010875,5.166327642,0.693147181,-2.14
-15.76068061,-9.924212442,HTP-7,HTP-14,C7WG,3,8.522394956,5.166327642,0.693147181,-2.14
-16.11502138,-7.905488617,HTP-7,HTP-15,L40WG,3,8.294997882,5.166327642,0.693147181,-2.14
-16.63430399,-9.257566537,HTP-7,HTP-16,L50WG,3,8.511318065,5.166327642,0.693147181,-2.14
-14.70412589,-6.048578883,HTP-7,HTP-4,W1WG,3,7.27611329,5.166327642,0.693147181,-2.14
-14.75996628,-5.19947492,HTP-7,HTP-5,L15WG,3,7.298345107,5.166327642,0.693147181,-2.14
-14.34278047,-5.138658525,HTP-7,HTP-6,C5WG,3,7.392762842,5.166327642,0.693147181,-2.14
-15.26411158,-6.088902662,HTP-7,HTP-7,L20WG,3,7.591326058,5.166327642,0.693147181,-2.14
-15.00888413,-7.132152561,HTP-7,HTP-8,W2WG,3,7.787272162,5.166327642,0.693147181,-2.14
-15.30889206,-6.178134861,HTP-7,HTP-9,L25WG,3,7.794074231,5.166327642,0.693147181,-2.14
-15.09444338,-6.631077162,HTP-8,HTP-10,L30WG,3,7.958741169,5.166327642,0.693147181,-8.57
-15.13360816,-8.709401116,HTP-8,HTP-11,C1WG,3,8.42543682,5.166327642,0.693147181,-8.57
-14.12632732,-6.926834367,HTP-8,HTP-12,NS08WG,3,8.053010875,5.166327642,0.693147181,-8.57
-14.9969016,-9.561031912,HTP-8,HTP-14,C7WG,3,8.522394956,5.166327642,0.693147181,-8.57
-15.27195381,-7.237889746,HTP-8,HTP-15,L40WG,3,8.294997882,5.166327642,0.693147181,-8.57
-15.83575235,-8.567033238,HTP-8,HTP-16,L50WG,3,8.511318065,5.166327642,0.693147181,-8.57
-13.94089122,-5.536704402,HTP-8,HTP-4,W1WG,3,7.27611329,5.166327642,0.693147181,-8.57
-13.96921613,-4.893903178,HTP-8,HTP-5,L15WG,3,7.298345107,5.166327642,0.693147181,-8.57
-13.5388125,-4.882867788,HTP-8,HTP-6,C5WG,3,7.392762842,5.166327642,0.693147181,-8.57
-14.48637781,-5.558535392,HTP-8,HTP-7,L20WG,3,7.591326058,5.166327642,0.693147181,-8.57
-14.32138413,-6.621426763,HTP-8,HTP-8,W2WG,3,7.787272162,5.166327642,0.693147181,-8.57
-14.51787754,-5.585411845,HTP-8,HTP-9,L25WG,3,7.794074231,5.166327642,0.693147181,-8.57
-15.19357164,-7.887688604,HTP-9,HTP-10,L30WG,3,8.178517844,5.166327642,0.693147181,-4.61
-14.32244037,-6.928745394,HTP-9,HTP-11,C1WG,3,7.965090128,5.166327642,0.693147181,-4.61
-14.61451835,-8.711554647,HTP-9,HTP-13,C8WG,3,8.146747917,5.166327642,0.693147181,-4.61
-14.47185315,-8.474147623,HTP-9,HTP-14,C7WG,3,8.178951506,5.166327642,0.693147181,-4.61
-15.03223736,-8.620041874,HTP-9,HTP-15,L40WG,3,8.304030743,5.166327642,0.693147181,-4.61
-15.57516349,-8.895309605,HTP-9,HTP-16,L50WG,3,8.47458744,5.166327642,0.693147181,-4.61
-14.26392411,-7.335746156,HTP-9,HTP-2,NS05WG,3,8.009851909,5.166327642,0.693147181,-4.61
-14.64730339,-7.519996839,HTP-9,HTP-3,NS06WG,3,8.003866889,5.166327642,0.693147181,-4.61
-14.70283548,-6.981367138,HTP-9,HTP-4,W1WG,3,7.923028293,5.166327642,0.693147181,-4.61
-14.79210465,-7.656027988,HTP-9,HTP-5,L15WG,3,8.059745508,5.166327642,0.693147181,-4.61
-14.70990573,-8.572099089,HTP-9,HTP-6,C5WG,3,8.402848457,5.166327642,0.693147181,-4.61
-15.09835795,-7.209091829,HTP-9,HTP-7,L20WG,3,8.084285605,5.166327642,0.693147181,-4.61
-14.58358709,-6.645935805,HTP-9,HTP-8,W2WG,3,7.973977021,5.166327642,0.693147181,-4.61
-14.78835542,-7.736237823,HTP-9,HTP-9,L25WG,3,8.141406223,5.166327642,0.693147181,-4.61
-12.62245107,-6.470201235,SAY-1,SAY-1,NS2A,2,6.740128726,9.026417534,0.693147181,2
-14.57868486,-8.397763412,SAY-1,SAY-4,NS3A,2,7.809184251,9.026417534,0.693147181,2
-15.54964392,-8.674800268,SAY-1,SAY-5,NS4A,2,8.11344514,9.026417534,0.693147181,2
-15.58188714,-8.893751877,SAY-1,SAY-6,NS5A,2,8.370104857,9.026417534,0.693147181,2
-15.44392791,-9.231713295,SAY-1,SAY-7,NS6A,2,8.377303954,9.026417534,0.693147181,2
-11.74105219,-6.440006925,SAY-3,SAY-2,NS2B,2,7.587344025,11.32386131,0.693147181,2
-12.19367762,-5.75710638,SAY-3,SAY-3,NS1B,2,7.724662739,11.32386131,0.693147181,2
-12.89342945,-6.753962127,SAY-3,SAY-4,NS3B,2,8.007523182,11.32386131,0.693147181,2
-14.07417691,-7.4995926,SAY-3,SAY-5,NS4B,2,8.281809668,11.32386131,0.693147181,2
-13.632596,-7.635264512,SAY-3,SAY-7,NS6B,2,8.500854315,11.32386131,0.693147181,2
-13.86979732,-7.958339918,SAY-3,SAY-8,NS5B,2,8.694940122,11.32386131,0.693147181,2
-16.67326928,-12.46328229,SAY-3,SAY-9,S37B,2,10.52808581,11.32386131,0.693147181,2
